,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,pvalue,target,TPR,FPR,accuracy,confidence,coverage,info_gained,odd,list_items,length
0,0.0068030411381685,Age_range=='[64 - 90]' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Ex smoker(>1 year)' AND comor=='['Another']' AND marmolre=='['No']',12.0,652.0,9.0,248.0,640.0,0.0184049079754601,0.98159509202454,0.0362903225806451,0.9637096774193548,0.75,0.3734375,0.3803680981595092,1.971774193548387,0.0077653972765932,1,0.036290322580645164,0.007425742574257425,0.6288343558282209,0.75,0.018404907975460124,0.00764004669538787,3,"[""Age_range=='[64 - 90]'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Ex smoker(>1 year)'"", ""comor=='['Another']'"", ""marmolre=='['No']'""]",8
1,0.0066524897436862,Age_range=='[64 - 90]' AND Cancer_stage=='IIB' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Ex smoker(>1 year)' AND marmolre=='['No']',7.0,652.0,7.0,248.0,645.0,0.0107361963190184,0.9892638036809815,0.0282258064516129,0.9717741935483872,1.0,0.3736434108527132,0.3803680981595092,2.629032258064516,0.0006859328963203,1,0.028225806451612902,0.0,0.6303680981595092,1.0,0.010736196319018405,0.015109203472071564,4,"[""Age_range=='[64 - 90]'"", ""Cancer_stage=='IIB'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Ex smoker(>1 year)'"", ""marmolre=='['No']'""]",8
2,0.0060691030900673,Age_range=='[49 - 64]' AND Cancer_stage=='IA' AND FirstTreatment=='Curative surgery' AND Gender=='Female' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Ex smoker(>1 year)' AND marmolre=='['No']',8.0,652.0,7.0,248.0,644.0,0.0122699386503067,0.9877300613496932,0.0282258064516129,0.9717741935483872,0.875,0.374223602484472,0.3803680981595092,2.3004032258064515,0.0037363147887493,1,0.028225806451612902,0.0024752475247524753,0.6288343558282209,0.875,0.012269938650306749,0.009475915686769865,4,"[""Age_range=='[49 - 64]'"", ""Cancer_stage=='IA'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Female'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Ex smoker(>1 year)'"", ""marmolre=='['No']'""]",7
3,0.0057021340660167,Age_range=='[64 - 90]' AND Cancer_stage=='IB' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Active smoker' AND marmolre=='['No']',6.0,652.0,6.0,248.0,646.0,0.00920245398773,0.99079754601227,0.0241935483870967,0.9758064516129032,1.0,0.3746130030959752,0.3803680981595092,2.629032258064516,0.0016845491717701,1,0.024193548387096774,0.0,0.6288343558282209,1.0,0.009202453987730062,0.012933751335726829,4,"[""Age_range=='[64 - 90]'"", ""Cancer_stage=='IB'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Active smoker'"", ""marmolre=='['No']'""]",8
4,0.0051187474123979,Age_range=='[49 - 64]' AND Cancer_stage=='IA' AND FirstTreatment=='Curative surgery' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND marmolre=='['No']',7.0,652.0,6.0,248.0,645.0,0.0107361963190184,0.9892638036809815,0.0241935483870967,0.9758064516129032,0.8571428571428571,0.3751937984496124,0.3803680981595092,2.2534562211981566,0.0089912766754464,1,0.024193548387096774,0.0024752475247524753,0.6273006134969326,0.8571428571428571,0.010736196319018405,0.007621081392317874,4,"[""Age_range=='[49 - 64]'"", ""Cancer_stage=='IA'"", ""FirstTreatment=='Curative surgery'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""marmolre=='['No']'""]",6
5,0.0051187474123979,Cancer_stage=='IB' AND FirstTreatment=='Curative surgery' AND Gender=='Female' AND PDL1=='PDL1_Negative' AND comor=='['Another']' AND marmolre=='['No']',7.0,652.0,6.0,248.0,645.0,0.0107361963190184,0.9892638036809815,0.0241935483870967,0.9758064516129032,0.8571428571428571,0.3751937984496124,0.3803680981595092,2.2534562211981566,0.0089912766754464,1,0.024193548387096774,0.0024752475247524753,0.6273006134969326,0.8571428571428571,0.010736196319018405,0.007621081392317874,4,"[""Cancer_stage=='IB'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Female'"", ""PDL1=='PDL1_Negative'"", ""comor=='['Another']'"", ""marmolre=='['No']'""]",6
6,0.0051187474123979,Cancer_stage=='IA' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Active smoker' AND marmolre=='['No']',7.0,652.0,6.0,248.0,645.0,0.0107361963190184,0.9892638036809815,0.0241935483870967,0.9758064516129032,0.8571428571428571,0.3751937984496124,0.3803680981595092,2.2534562211981566,0.0089912766754464,1,0.024193548387096774,0.0024752475247524753,0.6273006134969326,0.8571428571428571,0.010736196319018405,0.007621081392317874,4,"[""Cancer_stage=='IA'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Active smoker'"", ""marmolre=='['No']'""]",7
7,0.0047517783883473,Cancer_stage=='IIB' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Ex smoker(>1 year)' AND comor=='['Another']' AND marmolre=='['No']',5.0,652.0,5.0,248.0,647.0,0.0076687116564417,0.9923312883435584,0.0201612903225806,0.9798387096774194,1.0,0.3755795981452859,0.3803680981595092,2.629032258064516,0.004170363861822,1,0.020161290322580645,0.0,0.6273006134969326,1.0,0.007668711656441718,0.010764017438297357,4,"[""Cancer_stage=='IIB'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Ex smoker(>1 year)'"", ""comor=='['Another']'"", ""marmolre=='['No']'""]",8
8,0.0047517783883473,Age_range=='[64 - 90]' AND Cancer_stage=='IIA' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND Smoking_habit=='Active smoker' AND marmolre=='['No']',5.0,652.0,5.0,248.0,647.0,0.0076687116564417,0.9923312883435584,0.0201612903225806,0.9798387096774194,1.0,0.3755795981452859,0.3803680981595092,2.629032258064516,0.004170363861822,1,0.020161290322580645,0.0,0.6273006134969326,1.0,0.007668711656441718,0.010764017438297357,4,"[""Age_range=='[64 - 90]'"", ""Cancer_stage=='IIA'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""Smoking_habit=='Active smoker'"", ""marmolre=='['No']'""]",8
9,0.0047517783883473,"Age_range=='[64 - 90]' AND Cancer_stage=='IB' AND FirstTreatment=='Curative surgery' AND Gender=='Male' AND Histology=='Squamous cell carcinoma' AND PDL1=='PDL1_Negative' AND comor=='['Chronic Obstructive Airway Disease', 'Another']' AND marmolre=='['No']'",5.0,652.0,5.0,248.0,647.0,0.0076687116564417,0.9923312883435584,0.0201612903225806,0.9798387096774194,1.0,0.3755795981452859,0.3803680981595092,2.629032258064516,0.004170363861822,1,0.020161290322580645,0.0,0.6273006134969326,1.0,0.007668711656441718,0.010764017438297357,4,"[""Age_range=='[64 - 90]'"", ""Cancer_stage=='IB'"", ""FirstTreatment=='Curative surgery'"", ""Gender=='Male'"", ""Histology=='Squamous cell carcinoma'"", ""PDL1=='PDL1_Negative'"", ""comor=='['Chronic Obstructive Airway Disease', 'Another']'"", ""marmolre=='['No']'""]",8
